Eddard Stark	Catelyn Tully
Eddard Stark	Robb Stark
Eddard Stark	Bran Stark
Eddard Stark	Rickon Stark
Eddard Stark	Jon Snow
Eddard Stark	Sansa Stark
Eddard Stark	Arya Stark
Eddard Stark	Lysa Arryn
Eddard Stark	Jon Arryn
Eddard Stark	Benjen Stark
Eddard Stark	Robin Arryn
Eddard Stark	Edmure Tully
Eddard Stark	Hoster Tully
Eddard Stark	Robert Baratheon
Eddard Stark	Jaime Lannister
Eddard Stark	Cersei Lannister
Eddard Stark	Tyrion Lannister
Eddard Stark	Tywin Lannister
Eddard Stark	Joffrey Baratheon
Eddard Stark	Myrcella Baratheon
Eddard Stark	Tommen Baratheon
Eddard Stark	Petyr Baelish
Eddard Stark	Maester Luwin
Eddard Stark	Theon Greyjoy
Eddard Stark	Stannis Baratheon
Eddard Stark	Renly Baratheon
Eddard Stark	Gendry 
Eddard Stark	Illyn Payne
Eddard Stark	Rodrik Cassel
Eddard Stark	Grand Maester Pycelle
Eddard Stark	Barristan Selmy
Eddard Stark	Varys
Eddard Stark	Jory Cassel
Eddard Stark	Mheagen
Eddard Stark	Greatjon Umbar
Eddard Stark	Balon Greyjoy
Eddard Stark	Janos Slynt
Eddard Stark	Roose Bolton
Catelyn Tully	Robb Stark
Catelyn Tully	Bran Stark
Catelyn Tully	Rickon Stark
Catelyn Tully	Sansa Stark
Catelyn Tully	Arya Stark
Catelyn Tully	Lysa Arryn
Catelyn Tully	Hoster Tully
Catelyn Tully	Jon Arryn
Catelyn Tully	Edmure Tully
Catelyn Tully	Robert Baratheon
Catelyn Tully	Cersei Lannister 
Catelyn Tully	Tyrion Lannister 
Catelyn Tully	Joffrey Baratheon
Catelyn Tully	Myrcella Baratheon
Catelyn Tully	Petyr Baelish
Catelyn Tully	Tywin Lannister 
Catelyn Tully	Jaime Lannister 
Catelyn Tully	Maester Luwin
Catelyn Tully	Stannis Baratheon
Catelyn Tully	Renly Baratheon
Catelyn Tully	Walder Frey
Catelyn Tully	Greatjon Umbar
Catelyn Tully	Robin Arryn
Catelyn Tully	Rodrik Cassel
Catelyn Tully	Brienne of Tarth
Robb Stark	Bran Stark
Robb Stark	Rickon Stark
Robb Stark	Eddard Stark
Robb Stark	Catelyn Tully
Robb Stark	Sansa Stark
Robb Stark	Arya Stark
Robb Stark	Jaime Lannister 
Robb Stark	Cersei Lannister 
Robb Stark	Theon Greyjoy 
Robb Stark	Maester Luwin
Robb Stark	Tywin Lannister 
Robb Stark	Robert Baratheon
Robb Stark	Joffrey Baratheon
Robb Stark	Edmure Tully
Robb Stark	Hoster Tully
Robb Stark	Benjen Stark
Robb Stark	Jon Snow
Robb Stark	Rodrik Cassel
Robb Stark	Grey Wind
Robb Stark	Greatjon Umbar
Robb Stark	Walder Frey
Robb Stark	Alton Lannister 
Robb Stark	Roose Bolton
Robb Stark	Stannis Baratheon
Robb Stark	Renly Baratheon
Jon Snow	Arya Stark
Jon Snow	Jeor Mormont
Jon Snow	Theon Greyjoy
Jon Snow	Sansa Stark
Jon Snow	Bran Stark
Jon Snow	Rickon Stark
Jon Snow	Benjen Stark
Jon Snow	Alliser Thorne 
Jon Snow	Samwell Tarly
Jon Snow	Aemon Targaryen
Jon Snow	Ghost
Jon Snow	Craster
Jon Snow	Maester Luwin
Jon Snow	Tyrion Lannister
Jon Snow	Rodrik Cassel
Jon Snow	Qhorin Halfhand
Jon Snow	Ygritte
Jon Snow	Pyp
Jon Snow	Grenn
Bran Stark	Arya Stark
Bran Stark	Sansa Stark
Bran Stark	Summer
Bran Stark	Maester Luwin
Bran Stark	Osha
Bran Stark	Hodor
Bran Stark	Old Nan
Bran Stark	Theon Greyjoy
Bran Stark	Rickon Stark
Bran Stark	Jaime Lannister
Bran Stark	Cersei Lannister
Bran Stark	The Three Eyed Crow
Bran Stark	Benjen Stark
Sansa Stark	Arya Stark
Sansa Stark	Joffrey Baratheon
Sansa Stark	Cersei Lannister 
Sansa Stark	Myrcella Baratheon
Sansa Stark	Tommen Baratheon
Sansa Stark	Lady
Sansa Stark	Rickon Stark
Sansa Stark	Sandor Clegane
Sansa Stark	Jeyne Poole
Sansa Stark	Meryn Trant
Sansa Stark	Dontos Hollard
Sansa Stark	Shae
Sansa Stark	Tyrion Lannister
Sansa Stark	Septa Mordane
Sansa Stark	Maester Luwin
Sansa Stark	Robert Baratheon
Sansa Stark	Benjen Stark
Arya Stark	Rickon Stark
Arya Stark	Nymeria
Arya Stark	Mycah
Arya Stark	Joffrey Baratheon
Arya Stark	Cersei Lannister
Arya Stark	Myrcella Baratheon
Arya Stark	Tommen Baratheon
Arya Stark	Sandor Clegane
Arya Stark	Gendry
Arya Stark	Benjen Stark
Arya Stark	Syrio Forel
Arya Stark	Septa Mordane
Arya Stark	Maester Luwin
Arya Stark	Yoren
Arya Stark	Hot Pie
Arya Stark	Lommy Greenhands
Arya Stark	Jaqen H'ghar
Arya Stark	Rorge
Arya Stark	Biter
Arya Stark	Polliver
Arya Stark	Amory Lorch
Arya Stark	Weasel
Arya Stark	The Tickler
Arya Stark	Tywin Lannister
Arya Stark	Gregor Clegane
Jaime Lannister	Cersei Lannister
Jaime Lannister	Tyrion Lannister
Jaime Lannister	Tywin Lannister
Jaime Lannister	Robert Baratheon
Jaime Lannister	Barristan Selmy
Jaime Lannister	Joffrey Baratheon
Jaime Lannister	Myrcella Baratheon
Jaime Lannister	Tommen Baratheon
Jaime Lannister	Jory Cassel
Jaime Lannister	Sandor Clegane
Cersei Lannister 	Tyrion Lannister
Cersei Lannister 	Robert Baratheon
Cersei Lannister 	Joffrey Baratheon
Cersei Lannister 	Myrcella Baratheon
Cersei Lannister 	Tommen Baratheon
Cersei Lannister 	Tywin Lannister
Cersei Lannister 	Ilyn Payne
Cersei Lannister 	Lancel Lannister
Cersei Lannister 	Grand Maester Pycelle
Cersei Lannister 	Janos Slynt
Cersei Lannister 	Stannis Baratheon
Cersei Lannister 	Renly Baratheon
Cersei Lannister 	Petyr Baelish
Cersei Lannister 	Varys
Cersei Lannister	Sandor Clegane
Tyrion Lannister	Tywin Lannister
Tyrion Lannister 	Varys
Tyrion Lannister 	Shae
Tyrion Lannister 	Petyr Baelish
Tyrion Lannister 	Bronn
Tyrion Lannister 	Yoren
Tyrion Lannister 	Lysa Arryn
Tyrion Lannister 	Mord
Tyrion Lannister 	Shagga
Tyrion Lannister 	Joffrey Baratheon
Tyrion Lannister 	Robert Baratheon
Tyrion Lannister 	Myrcella Baratheon
Tyrion Lannister 	Tommen Baratheon
Tyrion Lannister 	Lancel Lannister
Tyrion Lannister	Janos Slynt
Robert Baratheon	Joffrey Baratheon
Robert Baratheon	Myrcella Baratheon
Robert Baratheon	Tommen Baratheon
Robert Baratheon	Stannis Baratheon
Robert Baratheon	Renly Baratheon
Robert Baratheon	Jon Arryn
Robert Baratheon	Petyr Baelish
Robert Baratheon	Grand Maester Pycelle
Robert Baratheon	Barristan Selmy
Robert Baratheon	Ilyn Payne
Robert Baratheon	Lancel Lannister
Robert Baratheon	Mhaegen
Robert Baratheon	Barra
Robert Baratheon	Gendry
Joffrey Baratheon	Tywin Lannister
Joffrey Baratheon	Stannis Baratheon
Joffrey Baratheon	Myrcella Baratheon
Joffrey Baratheon	Renly Baratheon
Joffrey Baratheon	Dontos Hollard
Joffrey Baratheon	Meryn Trant
Joffrey Baratheon	Sandor Clegane
Joffrey Baratheon	Ilyn Payne
Joffrey Baratheon	Mycah
Joffrey Baratheon	Nymeria
Joffrey Baratheon	Marillion
Joffrey Baratheon	Lancel Lannister
Joffrey Baratheon	Ros
Joffrey Baratheon	Daisy
Joffrey Baratheon	Tommen Baratheon
Stannis Baratheon	Renly Baratheon
Stannis Baratheon	Melisandre
Stannis Baratheon	Maester Cressen
Stannis Baratheon	Davos Seaworth
Stannis Baratheon	Selyse Florent
Stannis Baratheon	Shireen Baratheon
Stannis Baratheon	Myrcella Baratheon
Stannis Baratheon	Tommen Baratheon
Stannis Baratheon	Salladhor Saan
Stannis Baratheon	Matthos Seaworth
Renly Baratheon	Loras Tyrell
Renly Baratheon	Tommen Baratheon
Renly Baratheon	Myrcella Baratheon
Renly Baratheon	Janos Slynt
Renly Baratheon	Margaery Tyrell
Renly Baratheon	Brienne of Tarth
Renly Baratheon	Tywin Lannister
Renly Baratheon	Petyr Baelish
Daenerys Targaryen	Khal Drogo
Daenerys Targaryen	Viserys Targaryen
Daenerys Targaryen	Illyrio Mopatis
Daenerys Targaryen	Jorah Mormont
Daenerys Targaryen	Irri
Daenerys Targaryen	Doreah
Daenerys Targaryen	Jhiqui
Daenerys Targaryen	Rakharo
Daenerys Targaryen	Mirri Maz Duur
Daenerys Targaryen	Aggo
Daenerys Targaryen	Kovarro
Jorah Mormont	Khal Drogo
Jorah Mormont	Viserys Targaryen
Jorah Mormont	Illyrio Mopatis
Theon Greyjoy	Asha Greyjoy
Theon Greyjoy	Balon Greyjoy
Theon Greyjoy	Ros
Theon Greyjoy	Maester Luwin
Theon Greyjoy	Captain's Daughter
Theon Greyjoy	Osha
Lysa Arryn	Jon Arryn
Lysa Arryn	Hoster Tully
Robin Arryn	Jon Arryn
Robin Arryn	Lysa Arryn
Edmure Tully	Hoster Tully
Myrcella Baratheon	Tommen Baratheon
Tywin Lannister	Myrcella Baratheon
Tywin Lannister	The Tickler
Tommen Baratheon	Tywin Lannister
Petyr Baelish	Varys
Petyr Baelish	Mhaegen
Petyr Baelish	Ros
Petyr Baelish	Daisy
Petyr Baelish	Lothar Brune
Petyr Baelish	Grand Maester Pycelle
Grand Maester Pycelle	Ros
Grand Maester Pycelle	Jon Arryn
Mhaegen	Barra
Gendry	Hot Pie
Gendry	Yoren
Gendry	Lommy Greenhands
Petyr Baelish	Gendry
Varys	Illyrio Mopatis
Varys	Grand Maester Pycelle
Varys	Jon Arryn
Illyrio Mopatis	Viserys Targaryen
Illyrio Mopatis	Khal Drogo
Khal Drogo	Viserys Targaryen
Khal Drogo	Cohollo
Khal Drogo	Qotho
Khal Drogo	Haggo
Balon Greyjoy	Asha Greyjoy
Margaery Tyrell	Loras Tyrell
Selyse Florent	Shireen Baratheon
Davos Seaworth	Matthos Seaworth
Davos Seaworth	Salladhor Saan
Meryn Trant	Sandor Clegane
Gregor Clegane	Tywin Lannister
Gregor Clegane	Sandor Clegane
Irri	Rakharo
Ros	Daisy
Yoren	Hot Pie
Yoren	Lommy Greenhands
Yoren	Jaqen H'ghar
Yoren	Biter
Yoren	Rorge
Yoren	Benjen Stark
Yoren	Jeor Mormont
Rorge	Biter
Rorge	Polliver
Rorge	Jaqen H'ghar
Biter	Jaqen H'ghar
Biter	Polliver
Aemon Targaryen	Samwell Tarly
